"id";"employee_id";"date";"checkin_at";"checkout_at";"created_at";"updated_at"
"35";"2";"2023-02-28";"2023-02-28 06:01:06";"2023-02-28 12:08:53";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"36";"2";"2023-02-27";"2023-02-27 06:39:51";"2023-02-27 12:16:54";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"37";"2";"2023-02-26";"2023-02-26 07:06:26";"2023-02-26 13:03:11";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"38";"2";"2023-02-25";"2023-02-25 06:59:20";"2023-02-25 14:44:48";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"39";"2";"2023-02-24";"2023-02-24 07:19:26";"2023-02-24 14:01:22";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"40";"2";"2023-02-23";"2023-02-23 07:37:14";"2023-02-23 12:04:46";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"41";"2";"2023-02-22";"2023-02-22 07:38:40";"2023-02-22 15:37:15";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"42";"2";"2023-02-21";"2023-02-21 07:14:53";"2023-02-21 13:00:22";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"43";"2";"2023-02-20";"2023-02-20 06:34:03";"2023-02-20 14:39:24";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"44";"2";"2023-02-19";"2023-02-19 07:35:43";"2023-02-19 15:45:37";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"45";"2";"2023-02-18";"2023-02-18 07:08:42";"2023-02-18 15:18:32";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"46";"2";"2023-02-17";"2023-02-17 07:43:31";"2023-02-17 13:02:58";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"47";"2";"2023-02-16";"2023-02-16 07:45:41";"2023-02-16 12:22:30";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"48";"2";"2023-02-15";"2023-02-15 06:20:03";"2023-02-15 13:50:54";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"49";"2";"2023-02-14";"2023-02-14 06:50:24";"2023-02-14 15:15:46";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"50";"2";"2023-02-13";"2023-02-13 06:02:22";"2023-02-13 13:02:27";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"51";"2";"2023-02-12";"2023-02-12 07:52:38";"2023-02-12 15:28:46";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"52";"2";"2023-02-11";"2023-02-11 06:34:55";"2023-02-11 15:37:17";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"53";"2";"2023-02-10";"2023-02-10 06:16:59";"2023-02-10 13:50:30";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"54";"2";"2023-02-09";"2023-02-09 07:02:04";"2023-02-09 15:35:37";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"55";"2";"2023-02-08";"2023-02-08 06:26:55";"2023-02-08 12:52:43";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"56";"2";"2023-02-07";"2023-02-07 06:31:04";"2023-02-07 13:36:04";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"57";"2";"2023-02-06";"2023-02-06 06:29:52";"2023-02-06 14:30:01";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"58";"2";"2023-02-05";"2023-02-05 07:04:18";"2023-02-05 15:26:23";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"59";"2";"2023-02-04";"2023-02-04 07:58:00";"2023-02-04 13:08:46";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"60";"2";"2023-02-03";"2023-02-03 06:19:06";"2023-02-03 14:00:13";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"61";"3";"2023-02-02";"2023-02-02 06:06:58";"2023-02-02 13:08:36";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"62";"3";"2023-02-01";"2023-02-01 06:23:29";"2023-02-01 15:51:21";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"63";"3";"2023-01-31";"2023-01-31 07:03:59";"2023-01-31 13:37:24";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"64";"3";"2023-01-30";"2023-01-30 07:48:37";"2023-01-30 15:07:23";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"65";"3";"2023-01-29";"2023-01-29 06:51:28";"2023-01-29 13:22:45";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"66";"3";"2023-01-28";"2023-01-28 07:11:59";"2023-01-28 13:11:36";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"67";"3";"2023-01-27";"2023-01-27 07:42:06";"2023-01-27 12:42:03";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"68";"3";"2023-01-26";"2023-01-26 07:54:55";"2023-01-26 15:21:23";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"69";"3";"2023-01-25";"2023-01-25 06:40:36";"2023-01-25 15:24:25";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"70";"3";"2023-01-24";"2023-01-24 07:54:56";"2023-01-24 14:01:45";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"71";"3";"2023-01-23";"2023-01-23 06:09:39";"2023-01-23 13:56:13";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"72";"3";"2023-01-22";"2023-01-22 06:35:40";"2023-01-22 13:56:19";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"73";"3";"2023-01-21";"2023-01-21 06:10:03";"2023-01-21 13:15:18";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"74";"3";"2023-01-20";"2023-01-20 07:06:19";"2023-01-20 14:15:23";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"75";"3";"2023-01-19";"2023-01-19 07:23:56";"2023-01-19 14:45:22";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"76";"3";"2023-01-18";"2023-01-18 06:27:33";"2023-01-18 14:18:14";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"77";"3";"2023-01-17";"2023-01-17 07:44:05";"2023-01-17 14:41:46";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"78";"3";"2023-01-16";"2023-01-16 06:06:21";"2023-01-16 14:50:31";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"79";"3";"2023-01-15";"2023-01-15 07:18:20";"2023-01-15 12:56:10";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"80";"3";"2023-01-14";"2023-01-14 07:44:25";"2023-01-14 12:27:17";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"81";"3";"2023-01-13";"2023-01-13 06:55:57";"2023-01-13 15:56:34";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"82";"3";"2023-01-12";"2023-01-12 06:16:16";"2023-01-12 13:00:13";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"83";"3";"2023-01-11";"2023-01-11 06:07:12";"2023-01-11 15:04:13";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"84";"3";"2023-01-10";"2023-01-10 06:48:39";"2023-01-10 13:57:10";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"85";"3";"2023-01-09";"2023-01-09 06:15:11";"2023-01-09 12:41:34";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"86";"3";"2023-01-08";"2023-01-08 07:00:56";"2023-01-08 14:31:53";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"87";"3";"2023-01-07";"2023-01-07 06:51:48";"2023-01-07 14:18:50";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"88";"3";"2023-01-06";"2023-01-06 07:38:37";"2023-01-06 13:10:49";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"89";"3";"2023-01-05";"2023-01-05 06:56:14";"2023-01-05 15:40:51";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"90";"3";"2023-01-04";"2023-01-04 06:41:32";"2023-01-04 15:46:01";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"91";"4";"2023-01-03";"2023-01-03 06:25:54";"2023-01-03 15:15:25";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"92";"4";"2023-01-02";"2023-01-02 06:00:55";"2023-01-02 15:43:23";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"93";"4";"2023-01-01";"2023-01-01 07:34:31";"2023-01-01 14:33:05";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"94";"4";"2022-12-31";"2022-12-31 07:50:36";"2022-12-31 15:56:47";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"95";"4";"2022-12-30";"2022-12-30 07:09:45";"2022-12-30 15:27:06";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"96";"4";"2022-12-29";"2022-12-29 06:22:46";"2022-12-29 12:12:50";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"97";"4";"2022-12-28";"2022-12-28 07:06:48";"2022-12-28 15:03:01";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"98";"4";"2022-12-27";"2022-12-27 06:00:25";"2022-12-27 12:25:45";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"99";"4";"2022-12-26";"2022-12-26 07:27:36";"2022-12-26 13:17:24";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"100";"4";"2022-12-25";"2022-12-25 06:29:57";"2022-12-25 12:41:04";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"101";"4";"2022-12-24";"2022-12-24 06:12:05";"2022-12-24 12:19:20";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"102";"4";"2022-12-23";"2022-12-23 06:06:14";"2022-12-23 12:50:14";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"103";"4";"2022-12-22";"2022-12-22 06:48:57";"2022-12-22 12:14:10";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"104";"4";"2022-12-21";"2022-12-21 06:51:11";"2022-12-21 15:52:29";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"105";"4";"2022-12-20";"2022-12-20 06:04:55";"2022-12-20 15:25:03";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"106";"4";"2022-12-19";"2022-12-19 06:03:30";"2022-12-19 12:21:19";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"107";"4";"2022-12-18";"2022-12-18 07:29:34";"2022-12-18 15:37:52";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"108";"4";"2022-12-17";"2022-12-17 07:08:26";"2022-12-17 12:19:15";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"109";"4";"2022-12-16";"2022-12-16 07:22:06";"2022-12-16 15:13:51";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"110";"4";"2022-12-15";"2022-12-15 06:47:05";"2022-12-15 14:34:51";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"111";"4";"2022-12-14";"2022-12-14 06:37:24";"2022-12-14 14:45:22";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"112";"4";"2022-12-13";"2022-12-13 06:03:58";"2022-12-13 12:19:10";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"113";"4";"2022-12-12";"2022-12-12 07:17:26";"2022-12-12 12:57:31";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"114";"4";"2022-12-11";"2022-12-11 07:01:37";"2022-12-11 13:01:16";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"115";"4";"2022-12-10";"2022-12-10 07:06:35";"2022-12-10 15:43:15";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"116";"4";"2022-12-09";"2022-12-09 07:18:23";"2022-12-09 13:14:07";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"117";"4";"2022-12-08";"2022-12-08 07:10:21";"2022-12-08 13:52:12";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"118";"4";"2022-12-07";"2022-12-07 06:12:41";"2022-12-07 12:22:24";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"119";"4";"2022-12-06";"2022-12-06 07:06:22";"2022-12-06 12:00:42";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"120";"4";"2022-12-05";"2022-12-05 06:52:48";"2022-12-05 15:23:43";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"121";"5";"2022-12-04";"2022-12-04 07:25:21";"2022-12-04 15:25:23";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"122";"5";"2022-12-03";"2022-12-03 07:25:15";"2022-12-03 15:25:03";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"123";"5";"2022-12-02";"2022-12-02 07:06:33";"2022-12-02 15:27:44";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"124";"5";"2022-12-01";"2022-12-01 07:55:04";"2022-12-01 12:53:28";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"125";"5";"2022-11-30";"2022-11-30 06:39:02";"2022-11-30 15:39:33";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"126";"5";"2022-11-29";"2022-11-29 07:11:00";"2022-11-29 14:32:08";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"127";"5";"2022-11-28";"2022-11-28 06:09:34";"2022-11-28 14:22:16";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"128";"5";"2022-11-27";"2022-11-27 06:03:43";"2022-11-27 15:25:02";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"129";"5";"2022-11-26";"2022-11-26 06:15:26";"2022-11-26 14:06:46";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"130";"5";"2022-11-25";"2022-11-25 07:25:58";"2022-11-25 12:46:55";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"131";"5";"2022-11-24";"2022-11-24 07:52:58";"2022-11-24 15:30:20";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"132";"5";"2022-11-23";"2022-11-23 06:47:42";"2022-11-23 13:42:56";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"133";"5";"2022-11-22";"2022-11-22 07:42:25";"2022-11-22 12:28:56";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"134";"5";"2022-11-21";"2022-11-21 06:21:00";"2022-11-21 15:43:04";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"135";"5";"2022-11-20";"2022-11-20 06:56:23";"2022-11-20 14:59:23";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"136";"5";"2022-11-19";"2022-11-19 07:18:04";"2022-11-19 15:40:18";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"137";"5";"2022-11-18";"2022-11-18 07:33:07";"2022-11-18 15:28:23";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"138";"5";"2022-11-17";"2022-11-17 06:49:52";"2022-11-17 13:26:25";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"139";"5";"2022-11-16";"2022-11-16 07:10:02";"2022-11-16 14:19:29";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"140";"5";"2022-11-15";"2022-11-15 06:46:47";"2022-11-15 13:24:28";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"141";"5";"2022-11-14";"2022-11-14 06:40:23";"2022-11-14 13:40:49";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"142";"5";"2022-11-13";"2022-11-13 06:24:10";"2022-11-13 15:03:48";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"143";"5";"2022-11-12";"2022-11-12 07:18:09";"2022-11-12 13:41:31";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"144";"5";"2022-11-11";"2022-11-11 07:19:17";"2022-11-11 15:33:41";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"145";"5";"2022-11-10";"2022-11-10 07:30:40";"2022-11-10 13:48:47";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"146";"5";"2022-11-09";"2022-11-09 06:00:40";"2022-11-09 15:08:56";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"147";"5";"2022-11-08";"2022-11-08 07:48:57";"2022-11-08 15:08:32";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"148";"5";"2022-11-07";"2022-11-07 06:33:57";"2022-11-07 12:33:52";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"149";"5";"2022-11-06";"2022-11-06 06:00:53";"2022-11-06 12:57:48";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"150";"5";"2022-11-05";"2022-11-05 06:31:00";"2022-11-05 13:14:41";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"151";"6";"2022-11-04";"2022-11-04 06:40:38";"2022-11-04 14:10:43";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"152";"6";"2022-11-03";"2022-11-03 07:13:21";"2022-11-03 12:58:02";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"153";"6";"2022-11-02";"2022-11-02 07:16:13";"2022-11-02 15:11:12";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"154";"6";"2022-11-01";"2022-11-01 06:34:32";"2022-11-01 15:13:08";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"155";"6";"2022-10-31";"2022-10-31 06:11:20";"2022-10-31 13:38:13";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"156";"6";"2022-10-30";"2022-10-30 06:09:11";"2022-10-30 15:59:15";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"157";"6";"2022-10-29";"2022-10-29 06:25:31";"2022-10-29 14:29:10";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"158";"6";"2022-10-28";"2022-10-28 06:55:40";"2022-10-28 15:36:53";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"159";"6";"2022-10-27";"2022-10-27 06:50:37";"2022-10-27 14:08:11";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"160";"6";"2022-10-26";"2022-10-26 06:21:35";"2022-10-26 15:42:18";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"161";"6";"2022-10-25";"2022-10-25 06:18:11";"2022-10-25 13:31:01";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"162";"6";"2022-10-24";"2022-10-24 07:18:13";"2022-10-24 13:07:50";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"163";"6";"2022-10-23";"2022-10-23 07:51:46";"2022-10-23 12:14:38";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"164";"6";"2022-10-22";"2022-10-22 06:46:07";"2022-10-22 15:51:32";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"165";"6";"2022-10-21";"2022-10-21 07:49:48";"2022-10-21 13:37:54";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"166";"6";"2022-10-20";"2022-10-20 07:03:37";"2022-10-20 14:29:39";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"167";"6";"2022-10-19";"2022-10-19 07:34:26";"2022-10-19 15:53:13";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"168";"6";"2022-10-18";"2022-10-18 07:18:52";"2022-10-18 13:43:37";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"169";"6";"2022-10-17";"2022-10-17 07:22:28";"2022-10-17 12:00:26";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"170";"6";"2022-10-16";"2022-10-16 06:36:13";"2022-10-16 15:42:27";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"171";"6";"2022-10-15";"2022-10-15 07:12:25";"2022-10-15 15:13:12";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"172";"6";"2022-10-14";"2022-10-14 06:21:33";"2022-10-14 13:10:48";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"173";"6";"2022-10-13";"2022-10-13 06:23:22";"2022-10-13 12:24:46";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"174";"6";"2022-10-12";"2022-10-12 06:21:33";"2022-10-12 12:32:35";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"175";"6";"2022-10-11";"2022-10-11 07:40:52";"2022-10-11 14:05:48";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"176";"6";"2022-10-10";"2022-10-10 07:58:27";"2022-10-10 14:36:44";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"177";"6";"2022-10-09";"2022-10-09 07:16:39";"2022-10-09 15:25:59";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"178";"6";"2022-10-08";"2022-10-08 06:36:39";"2022-10-08 14:40:34";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"179";"6";"2022-10-07";"2022-10-07 07:53:39";"2022-10-07 12:19:30";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"180";"6";"2022-10-06";"2022-10-06 06:51:42";"2022-10-06 13:24:33";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"181";"7";"2022-10-05";"2022-10-05 06:55:37";"2022-10-05 15:42:27";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"182";"7";"2022-10-04";"2022-10-04 06:24:15";"2022-10-04 14:05:43";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"183";"7";"2022-10-03";"2022-10-03 07:48:21";"2022-10-03 13:41:49";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"184";"7";"2022-10-02";"2022-10-02 06:58:19";"2022-10-02 13:28:34";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"185";"7";"2022-10-01";"2022-10-01 07:48:38";"2022-10-01 14:28:08";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"186";"7";"2022-09-30";"2022-09-30 06:21:46";"2022-09-30 15:51:42";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"187";"7";"2022-09-29";"2022-09-29 07:01:26";"2022-09-29 14:27:54";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"188";"7";"2022-09-28";"2022-09-28 07:38:32";"2022-09-28 13:44:29";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"189";"7";"2022-09-27";"2022-09-27 06:14:22";"2022-09-27 15:27:10";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"190";"7";"2022-09-26";"2022-09-26 06:12:37";"2022-09-26 14:39:07";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"191";"7";"2022-09-25";"2022-09-25 06:54:58";"2022-09-25 13:41:42";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"192";"7";"2022-09-24";"2022-09-24 06:19:25";"2022-09-24 13:04:54";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"193";"7";"2022-09-23";"2022-09-23 07:50:17";"2022-09-23 12:55:15";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"194";"7";"2022-09-22";"2022-09-22 06:16:57";"2022-09-22 12:29:09";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"195";"7";"2022-09-21";"2022-09-21 07:07:39";"2022-09-21 13:16:03";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
"196";"7";"2022-09-20";"2022-09-20 06:42:38";"2022-09-20 15:19:28";"2023-04-04 07:57:16";"2023-04-04 07:57:16"
